age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
34,2,9,4,0,3,4,1,0,0,40,38,<=50K
30,5,9,2,10,0,4,1,0,0,40,38,<=50K
53,2,9,2,2,0,4,1,0,0,40,32,<=50K
27,2,10,0,0,3,4,0,0,0,20,38,<=50K
23,2,3,2,5,0,4,1,0,0,40,25,<=50K
24,2,11,2,2,0,4,1,0,0,45,38,<=50K
33,0,9,0,0,4,2,0,0,0,35,38,<=50K
22,5,10,4,12,3,4,0,0,0,10,38,<=50K
47,2,9,2,2,0,4,1,0,0,44,38,<=50K
44,0,15,0,9,4,4,1,0,0,40,38,>50K
41,2,11,4,9,1,4,0,0,0,45,38,<=50K
24,2,9,2,2,0,4,1,0,0,44,25,<=50K
45,2,13,0,9,4,4,0,0,0,50,38,<=50K
23,2,13,4,11,1,4,1,0,0,55,38,<=50K
54,2,9,2,6,0,4,1,0,0,40,38,<=50K
40,2,7,4,6,1,4,0,0,0,37,5,<=50K
45,2,3,0,8,4,4,0,0,0,35,25,<=50K
50,2,9,2,11,0,4,1,0,0,40,38,<=50K
40,2,12,4,7,2,4,1,0,0,25,38,<=50K
24,2,10,4,2,1,4,1,0,0,40,38,<=50K
50,2,10,2,11,0,4,1,0,0,60,38,>50K
58,4,10,0,2,4,4,1,0,0,40,38,<=50K
47,2,10,2,6,0,4,1,0,0,46,38,<=50K
37,2,16,2,9,0,4,1,0,0,99,9,>50K
37,4,9,4,2,3,4,1,0,0,35,38,<=50K
22,2,12,4,13,1,4,1,0,0,45,38,<=50K
29,4,9,2,13,0,4,1,0,0,48,38,<=50K
45,2,13,2,3,0,1,1,0,0,40,18,>50K
49,4,10,2,3,0,4,1,0,0,60,38,<=50K
72,2,9,0,7,1,4,0,0,0,16,38,<=50K
63,4,9,2,7,0,4,1,0,0,12,38,<=50K
26,2,9,2,9,0,4,1,0,0,50,38,<=50K
58,4,11,2,2,0,4,1,0,0,42,38,<=50K
40,2,9,2,2,0,4,1,0,0,50,38,<=50K
56,2,10,2,11,0,4,1,0,0,40,38,<=50K
55,4,10,2,4,0,4,1,0,0,72,38,<=50K
28,2,13,4,11,2,4,0,0,0,45,38,<=50K
57,2,9,2,3,5,4,0,0,0,40,38,<=50K
37,2,14,0,3,1,4,1,0,0,45,38,>50K
44,2,9,0,0,1,4,0,0,0,40,38,<=50K
31,2,9,2,6,0,4,1,0,0,40,38,<=50K
42,2,10,2,0,0,4,1,0,0,40,10,<=50K
18,2,10,4,7,3,4,0,0,0,25,38,<=50K
57,4,6,2,2,0,4,1,0,0,40,38,<=50K
53,1,10,2,7,0,4,1,0,0,35,38,<=50K
38,2,9,2,3,0,4,1,0,0,44,38,>50K
33,2,9,0,11,1,4,0,0,0,50,38,<=50K
42,2,14,0,9,4,4,0,0,0,40,38,<=50K
50,2,9,2,2,0,4,1,0,0,50,38,<=50K
50,2,9,2,6,0,4,1,0,0,40,38,<=50K
28,2,12,2,5,0,4,1,0,0,40,26,<=50K
72,0,7,0,0,1,4,0,0,0,8,1,<=50K
33,2,9,2,11,0,4,1,0,0,40,38,<=50K
47,2,9,2,7,0,1,1,0,0,25,29,<=50K
48,2,10,2,9,0,4,1,0,0,40,38,>50K
64,4,13,2,9,0,4,1,0,0,24,38,>50K
19,2,7,4,8,1,4,0,0,0,35,38,<=50K
48,2,11,0,0,4,4,0,0,0,40,38,<=50K
42,0,9,0,0,1,4,0,0,0,40,38,<=50K
43,2,9,2,0,5,4,0,0,0,50,1,>50K
34,2,12,4,2,3,2,0,0,0,40,38,<=50K
55,3,14,2,3,0,4,1,0,0,60,38,<=50K
22,2,9,2,7,0,4,1,0,0,40,38,<=50K
39,2,10,0,0,1,4,0,0,0,60,38,<=50K
50,4,13,2,3,0,4,1,0,0,35,38,<=50K
25,2,13,4,11,3,4,0,0,0,20,38,<=50K
52,2,7,0,7,4,4,0,0,0,20,38,<=50K
30,2,9,2,13,0,4,1,0,0,40,38,<=50K
37,4,9,0,2,1,4,1,0,0,50,38,<=50K
73,3,9,2,11,0,4,1,0,0,20,38,<=50K
50,2,4,0,2,1,4,1,0,0,60,38,<=50K
34,2,10,2,3,0,4,1,0,0,45,38,<=50K
66,2,10,2,11,0,4,1,0,0,24,38,>50K
22,2,9,4,11,3,4,1,0,0,55,38,<=50K
69,1,6,2,13,0,4,1,0,0,25,38,<=50K
23,2,9,4,2,3,4,1,0,0,40,38,<=50K
35,2,10,6,0,4,4,0,0,0,30,38,<=50K
20,2,10,4,0,3,4,0,0,0,35,38,<=50K
70,3,10,2,3,0,4,1,0,0,20,38,>50K
34,2,9,4,7,1,1,1,0,0,40,23,<=50K
38,5,16,2,9,0,4,1,0,0,45,38,>50K
33,2,4,0,5,3,4,1,0,0,40,38,<=50K
43,2,9,5,7,1,4,0,0,0,26,38,<=50K
60,3,10,2,3,0,4,1,0,0,40,38,<=50K
32,4,9,2,3,0,4,1,0,0,55,38,<=50K
34,2,9,2,13,0,4,1,0,0,45,38,<=50K
46,4,14,4,3,1,4,1,0,0,25,38,<=50K
30,5,10,4,7,3,0,1,0,0,84,38,<=50K
29,2,10,2,7,0,4,1,0,0,40,38,<=50K
51,2,9,2,13,0,4,1,0,0,60,38,<=50K
31,2,4,4,5,2,4,1,0,0,25,38,<=50K
36,0,9,4,0,3,2,0,0,0,36,38,<=50K
23,2,10,4,5,3,2,1,0,0,22,38,<=50K
35,2,9,2,6,0,4,1,0,0,30,38,<=50K
28,1,14,4,9,1,4,0,0,0,40,38,<=50K
33,5,13,2,3,0,4,1,0,0,40,38,>50K
40,2,10,2,5,0,4,1,0,0,40,38,<=50K
27,2,10,2,13,0,4,1,0,0,45,38,<=50K
38,3,9,2,3,0,4,1,0,0,40,38,>50K
25,2,10,2,0,5,2,0,0,0,56,38,>50K
38,2,10,4,0,3,2,0,0,0,40,38,<=50K
65,1,10,4,9,1,2,0,0,0,40,38,<=50K
30,2,11,4,2,3,4,1,0,0,40,38,>50K
54,2,7,2,7,5,4,0,0,0,43,38,<=50K
49,2,8,0,6,1,4,0,0,0,40,38,<=50K
41,4,11,2,9,5,4,0,0,0,15,38,>50K
48,0,9,2,0,0,4,1,0,0,40,38,>50K
23,2,3,4,8,4,4,0,0,0,12,25,<=50K
77,2,9,2,7,0,4,1,0,0,25,4,<=50K
19,2,10,4,7,3,4,0,0,0,20,38,<=50K
30,2,9,3,0,1,4,0,0,0,30,38,<=50K
35,2,9,2,3,0,4,1,0,0,55,19,>50K
20,2,10,4,0,3,4,0,0,0,40,38,<=50K
49,2,9,4,2,4,4,0,0,0,40,32,<=50K
52,2,13,2,11,0,4,1,0,0,45,38,>50K
24,2,14,2,9,5,4,0,0,0,35,38,>50K
50,2,9,2,2,0,4,1,0,0,15,38,<=50K
22,2,7,4,13,1,4,1,0,0,65,38,<=50K
19,2,10,4,7,3,4,1,0,0,20,38,<=50K
39,2,7,4,9,4,4,0,0,0,30,32,<=50K
61,1,13,0,7,1,4,1,0,0,30,38,<=50K
45,2,12,0,13,1,4,1,0,0,55,38,<=50K
36,1,13,2,9,3,4,1,0,0,40,38,<=50K
38,2,9,2,3,0,4,1,0,0,50,38,<=50K
52,1,10,2,13,0,2,1,0,0,40,38,<=50K
29,0,11,2,12,0,4,1,0,0,42,38,>50K
33,2,9,4,4,1,4,1,0,0,40,38,<=50K
40,4,10,4,2,3,4,1,0,0,40,38,<=50K
34,2,9,4,2,1,4,1,0,0,55,38,<=50K
46,1,13,0,10,1,2,1,0,0,50,38,>50K
19,2,9,4,7,3,4,0,0,0,13,38,<=50K
44,2,9,2,0,5,4,0,0,0,40,38,>50K
40,2,9,4,2,1,0,1,0,0,40,38,<=50K
20,2,10,4,9,3,4,0,0,0,2,38,<=50K
24,2,12,4,5,3,4,1,0,0,30,38,<=50K
76,2,9,6,7,1,4,1,0,0,17,38,<=50K
20,2,9,2,12,2,4,1,0,0,40,38,<=50K
33,2,15,4,9,1,4,1,0,0,40,38,>50K
31,2,10,2,12,0,4,1,0,0,40,38,<=50K
33,2,9,0,7,4,4,0,0,0,40,38,<=50K
19,2,9,4,2,3,4,1,0,0,35,38,<=50K
30,2,9,2,11,0,4,1,0,0,45,38,<=50K
42,2,13,2,3,0,4,1,0,0,40,38,<=50K
37,2,7,2,13,0,4,1,0,0,40,38,<=50K
28,4,9,4,7,1,4,0,0,0,28,38,<=50K
42,1,10,2,10,0,4,1,0,0,52,38,>50K
21,2,11,4,7,3,4,0,0,0,40,38,<=50K
29,2,10,4,4,3,4,1,0,0,40,38,<=50K
43,2,13,2,9,0,4,1,0,0,40,38,>50K
44,2,9,0,11,3,4,1,0,0,38,38,<=50K
38,2,10,4,11,4,2,0,0,0,40,38,<=50K
28,2,10,2,0,0,4,1,0,0,50,38,>50K
29,2,9,4,11,3,4,0,0,0,40,38,<=50K
20,2,10,4,7,3,4,1,0,0,40,38,<=50K
49,3,14,2,11,0,4,1,0,0,40,38,>50K
36,1,10,2,10,0,4,1,0,0,56,38,>50K
40,3,13,2,3,0,4,1,0,0,50,38,>50K
17,2,8,4,0,3,4,0,0,0,30,38,<=50K
45,2,9,2,2,0,4,1,0,0,40,38,<=50K
42,2,10,4,4,1,4,1,0,0,28,38,<=50K
29,2,13,4,3,4,2,0,0,0,40,38,<=50K
23,2,13,4,0,1,4,1,0,0,40,38,<=50K
20,2,10,4,0,3,2,0,0,0,40,13,<=50K
23,2,9,4,5,3,4,1,0,0,24,38,<=50K
39,2,9,4,7,1,4,1,0,0,40,38,<=50K
34,2,10,2,2,0,4,1,0,0,40,38,>50K
43,4,13,4,11,1,4,1,0,0,45,38,<=50K
25,5,10,4,5,3,4,1,0,0,40,38,<=50K
40,2,10,2,11,0,4,1,0,0,60,32,<=50K
52,4,9,0,4,1,4,1,0,0,25,38,<=50K
48,2,9,6,6,4,4,0,0,0,36,38,<=50K
37,2,11,4,11,4,2,0,0,0,6,38,<=50K
36,2,9,2,11,0,4,1,0,0,50,38,<=50K
33,2,11,2,13,0,4,1,0,0,40,38,<=50K
36,1,9,2,0,5,4,0,0,0,40,38,>50K
24,2,13,4,0,1,4,1,0,0,10,38,<=50K
42,1,9,0,4,1,4,1,0,0,40,38,<=50K
35,3,12,4,11,3,4,1,0,0,40,38,<=50K
40,0,9,0,0,4,4,0,0,0,22,38,<=50K
50,3,15,2,9,0,1,1,0,0,40,18,<=50K
40,2,14,2,3,0,4,1,0,0,50,38,>50K
57,3,9,2,3,0,4,1,0,0,40,38,<=50K
51,1,9,2,13,0,4,1,0,0,40,38,>50K
61,0,9,4,0,4,4,0,0,0,35,32,<=50K
71,2,9,6,11,4,4,0,0,0,20,38,<=50K
47,2,9,2,2,0,4,1,0,0,40,38,>50K
38,2,13,4,7,2,4,0,0,0,45,38,<=50K
25,2,13,4,11,1,4,1,0,0,65,38,<=50K
33,2,7,2,5,0,4,1,0,0,50,38,<=50K
40,5,7,0,13,4,4,0,0,0,52,38,<=50K
33,2,9,4,2,1,4,1,0,0,40,38,<=50K
46,2,10,4,0,3,2,0,0,0,36,38,<=50K
24,2,9,2,11,5,4,0,0,0,40,38,>50K
28,2,14,4,3,1,3,1,0,0,30,4,<=50K
20,2,9,4,2,1,4,1,0,0,40,38,<=50K
34,2,10,0,5,4,4,0,0,0,40,38,<=50K
34,5,13,2,0,0,4,1,0,0,55,38,<=50K
25,2,10,4,0,4,2,0,0,0,40,38,<=50K
36,2,13,2,12,0,4,1,0,0,40,38,<=50K
61,2,9,2,6,0,4,1,0,0,40,38,<=50K
38,2,10,5,7,1,4,0,0,0,58,38,<=50K
56,2,9,2,7,5,4,0,0,0,10,38,<=50K
24,2,13,4,3,1,4,0,0,0,40,38,<=50K
60,2,10,0,11,1,4,0,0,0,48,38,<=50K
37,2,10,2,3,0,4,1,0,0,50,38,<=50K
27,2,10,2,13,0,4,1,0,0,40,38,>50K
54,2,10,5,7,1,4,1,0,0,28,3,<=50K
40,2,9,2,7,0,1,1,0,0,30,2,<=50K
18,2,8,4,7,3,4,1,0,0,15,38,<=50K
51,0,9,2,0,0,4,1,0,0,40,38,>50K
40,4,10,2,12,0,4,1,0,0,50,38,>50K
64,0,9,2,9,0,4,1,0,0,8,38,<=50K
33,2,9,2,12,5,2,0,0,0,38,38,<=50K
31,2,9,0,3,4,4,0,0,0,40,38,<=50K
31,2,2,4,5,1,4,1,0,0,37,25,<=50K
22,2,10,4,12,3,4,1,0,0,40,38,<=50K
31,2,10,4,2,1,4,1,0,0,40,38,<=50K
68,2,3,5,7,1,4,1,0,0,12,21,<=50K
59,0,6,0,7,1,4,0,0,0,37,38,<=50K
25,2,13,4,0,3,4,1,0,0,40,38,<=50K
23,2,9,4,2,4,4,1,0,0,40,38,<=50K
35,2,10,0,3,4,4,1,0,0,60,38,<=50K
17,5,6,4,7,3,4,1,0,0,30,38,<=50K
19,2,10,4,5,1,4,1,0,0,45,38,<=50K
59,2,3,0,6,4,4,0,0,0,40,38,<=50K
37,2,9,4,0,3,4,0,0,0,37,38,<=50K
74,4,9,6,7,1,4,1,0,0,20,38,<=50K
28,2,10,4,13,1,4,1,0,0,50,38,<=50K
40,2,13,4,0,1,4,1,0,0,40,38,<=50K
20,2,10,4,7,3,2,1,0,0,40,38,<=50K
80,2,15,2,9,0,4,1,0,0,35,38,>50K
51,2,9,2,6,0,2,1,0,0,40,38,<=50K
17,2,6,4,11,3,4,1,0,0,15,38,<=50K
37,0,13,2,9,0,4,1,0,0,40,38,<=50K
58,2,9,4,7,1,4,1,0,0,40,38,<=50K
57,2,10,2,2,0,4,1,0,0,40,38,<=50K
37,2,10,0,6,1,4,1,0,0,40,38,<=50K
23,0,10,4,2,4,0,1,0,0,40,38,<=50K
36,2,13,4,0,1,4,0,0,0,32,3,<=50K
33,2,9,2,2,0,4,1,0,0,40,38,<=50K
30,2,10,2,11,5,4,0,0,0,40,38,<=50K
30,2,9,4,0,4,4,0,0,0,24,38,<=50K
23,2,9,4,11,3,4,1,0,0,40,38,<=50K
53,2,9,6,0,1,2,0,0,0,40,38,<=50K
31,5,10,4,12,1,4,1,0,0,13,38,<=50K
36,2,9,4,0,2,4,1,0,0,40,38,<=50K
30,2,8,0,7,1,4,0,0,0,40,38,<=50K
44,2,9,2,10,0,4,1,0,0,40,1,<=50K
36,2,9,4,7,3,4,1,0,0,40,38,<=50K
42,2,12,2,9,0,4,1,0,0,40,38,>50K
48,4,9,2,2,0,4,1,0,0,30,28,<=50K
22,2,13,4,9,3,4,1,0,0,40,38,<=50K
38,2,9,2,6,0,4,1,0,0,40,38,<=50K
31,2,9,4,2,1,4,1,0,0,50,38,<=50K
35,2,9,2,5,0,2,1,0,0,40,38,<=50K
21,2,10,4,11,3,4,1,0,0,43,38,<=50K
26,2,9,2,6,0,4,1,0,0,40,38,<=50K
19,1,9,4,0,3,2,0,0,0,40,38,<=50K
43,2,9,1,2,5,2,0,0,0,42,38,>50K
33,2,9,2,2,0,4,1,0,0,60,38,<=50K
30,2,13,4,2,3,4,1,0,0,10,38,<=50K
52,2,6,2,13,0,4,1,0,0,45,38,<=50K
38,1,13,2,3,0,4,1,0,0,40,38,>50K
28,2,13,2,3,0,4,1,0,0,46,38,>50K
57,4,12,2,7,0,4,1,0,0,40,19,<=50K
51,2,13,2,9,0,4,1,0,0,50,38,>50K
50,2,5,2,6,0,4,1,0,0,48,38,<=50K
32,2,13,2,3,0,1,1,0,0,50,2,>50K
37,2,9,2,2,0,4,1,0,0,40,38,<=50K
69,4,9,2,11,0,4,1,0,0,33,38,<=50K
37,2,10,2,11,0,4,1,0,0,50,10,>50K
47,4,9,2,13,0,4,1,0,0,45,38,>50K
63,2,6,2,13,0,4,1,0,0,40,38,<=50K
21,2,10,4,0,1,4,1,0,0,65,38,<=50K
17,2,9,4,7,2,4,1,0,0,35,25,<=50K
56,2,9,5,2,4,4,1,0,0,40,38,<=50K
90,1,12,2,0,0,1,1,0,0,20,29,<=50K
27,2,10,0,0,1,4,0,0,0,38,38,<=50K
38,2,9,0,0,4,4,0,0,0,20,38,<=50K
33,2,12,2,9,0,4,1,0,0,50,38,<=50K
26,2,9,4,3,1,4,0,0,0,40,38,<=50K
20,2,10,4,7,3,4,0,0,0,35,38,<=50K
42,2,7,2,13,0,4,1,0,0,40,38,<=50K
55,2,9,0,3,1,4,0,0,0,40,38,<=50K
32,5,10,2,9,5,2,0,0,0,40,38,<=50K
49,2,10,0,7,1,4,0,0,0,40,38,<=50K
34,2,9,0,10,1,2,1,0,0,45,38,<=50K
38,2,13,2,3,0,4,1,0,0,50,38,>50K
40,3,9,2,3,0,4,1,0,0,40,38,<=50K
22,0,12,4,7,3,4,1,0,0,20,38,<=50K
46,4,9,2,13,0,4,1,0,0,40,38,<=50K
29,2,9,2,6,0,4,1,0,0,50,38,<=50K
19,2,8,4,5,3,0,1,0,0,20,38,<=50K
52,1,14,4,9,1,4,1,0,0,32,38,>50K
27,2,14,4,0,1,4,0,0,0,46,38,<=50K
52,2,9,2,13,5,4,0,0,0,40,38,<=50K
37,3,10,2,2,0,4,1,0,0,50,38,>50K
28,2,9,4,5,1,4,1,0,0,40,38,<=50K
25,2,4,2,2,0,4,1,0,0,40,25,<=50K
31,2,10,2,0,0,4,1,0,0,50,38,<=50K
29,2,9,2,2,0,4,1,0,0,40,38,<=50K
45,2,9,6,0,4,4,0,0,0,35,38,<=50K
69,2,4,2,7,0,4,1,0,0,20,38,<=50K
50,2,7,2,6,0,2,1,0,0,40,38,<=50K
54,5,16,2,9,0,4,1,0,0,46,8,>50K
17,2,5,4,7,3,4,0,0,0,20,38,<=50K
23,2,10,4,6,3,4,1,0,0,40,38,<=50K
66,2,13,2,9,0,4,1,0,0,45,38,>50K
61,2,9,2,2,0,4,1,0,0,40,38,<=50K
55,2,10,0,6,1,4,0,0,0,40,38,<=50K
24,2,9,4,5,1,4,1,0,0,40,38,<=50K
49,2,11,0,3,1,4,1,0,0,45,38,>50K
56,3,9,2,11,0,4,1,0,0,50,38,>50K
25,2,9,2,11,0,4,1,0,0,40,38,<=50K
49,2,13,0,10,1,4,1,0,0,40,38,<=50K
58,2,13,2,12,0,4,1,0,0,40,38,>50K
40,0,13,4,0,1,4,1,0,0,40,32,<=50K
62,2,14,0,9,1,4,0,0,0,45,38,<=50K
54,2,13,2,12,0,4,1,0,0,25,38,>50K
34,4,11,4,7,2,4,0,0,0,40,38,<=50K
18,2,6,4,2,3,4,1,0,0,30,38,<=50K
32,2,9,2,11,0,1,1,0,0,40,16,<=50K
22,1,13,4,9,1,4,0,0,0,35,38,<=50K
34,5,13,4,9,1,4,1,0,0,48,38,<=50K
47,2,9,2,7,0,4,1,0,0,40,25,<=50K
19,2,10,4,11,3,4,0,0,0,40,38,<=50K
56,4,4,0,11,2,4,1,0,0,20,25,<=50K
42,2,9,0,6,1,2,0,0,0,40,38,<=50K
42,2,9,2,0,0,4,1,0,0,50,38,<=50K
57,4,4,2,2,0,4,1,0,0,40,38,>50K
40,2,14,2,3,0,4,1,0,0,50,38,>50K
62,1,9,6,7,1,4,0,0,0,40,1,<=50K
20,2,10,4,0,3,4,1,0,0,16,38,<=50K
47,2,10,2,13,0,4,1,0,0,50,38,<=50K
40,2,10,2,3,0,4,1,0,0,40,38,<=50K
48,2,13,2,2,0,4,1,0,0,55,38,<=50K
39,3,11,2,4,0,4,1,0,0,60,38,>50K
46,1,10,2,2,0,2,1,0,0,40,38,>50K
53,2,9,2,6,0,4,1,0,0,30,38,<=50K
47,0,10,2,5,0,4,1,0,0,40,38,>50K
40,4,9,0,2,1,4,1,0,0,45,1,<=50K
34,2,9,5,13,1,1,1,0,0,40,38,<=50K
41,2,9,4,0,3,4,1,0,0,40,38,<=50K
41,2,9,2,2,0,4,1,0,0,40,38,<=50K
20,2,10,4,5,3,4,1,0,0,35,38,<=50K
54,1,13,4,9,1,4,1,0,0,50,38,<=50K
39,3,13,2,9,5,4,0,0,0,40,38,<=50K
37,2,9,0,6,1,4,1,0,0,40,38,<=50K
59,2,16,2,11,0,4,1,0,0,40,38,<=50K
24,2,13,4,9,3,2,0,0,0,35,38,<=50K
20,2,10,5,2,1,4,1,0,0,40,38,<=50K
26,4,11,4,7,1,4,0,0,0,35,38,<=50K
48,2,8,6,5,4,4,0,0,0,50,38,<=50K
21,2,12,4,7,3,4,0,0,0,18,38,<=50K
22,2,9,4,3,2,4,0,0,0,42,10,<=50K
34,2,11,0,9,4,4,0,0,0,40,38,<=50K
33,2,10,2,3,0,4,1,0,0,45,38,>50K
46,2,5,2,6,0,4,1,0,0,40,12,<=50K
65,2,13,2,3,0,4,1,0,0,40,38,>50K
23,2,9,2,5,0,4,1,0,0,40,38,<=50K
28,2,10,4,7,1,4,0,0,0,30,38,<=50K
34,4,9,0,3,1,4,1,0,0,60,38,>50K
20,2,10,4,7,1,4,1,0,0,40,38,<=50K
28,2,7,4,0,1,4,1,0,0,40,38,<=50K
52,3,13,2,3,0,4,1,0,0,60,38,<=50K
40,5,14,2,9,5,1,0,0,0,38,2,>50K
22,2,13,4,3,3,4,0,0,0,7,38,<=50K
29,3,9,2,3,0,4,1,0,0,45,38,<=50K
31,4,4,2,9,0,4,1,0,0,60,38,<=50K
38,2,9,4,2,4,2,0,0,0,40,38,<=50K
22,2,7,2,6,0,4,1,0,0,70,38,>50K
43,2,5,2,3,0,4,1,0,0,40,25,<=50K
43,3,13,2,3,0,4,1,0,0,50,38,>50K
33,2,10,2,3,0,4,1,0,0,50,38,<=50K
17,3,6,4,7,3,2,1,0,0,35,38,<=50K
45,2,9,0,0,4,4,0,0,0,40,38,<=50K
55,1,6,2,2,0,4,1,0,0,45,38,<=50K
51,4,9,2,13,0,4,1,0,0,35,38,>50K
65,0,6,0,2,4,4,1,0,0,40,38,<=50K
21,2,13,4,9,3,1,0,0,0,45,38,<=50K
40,2,9,6,7,4,2,0,0,0,40,38,<=50K
58,2,10,4,0,1,2,0,0,0,37,38,<=50K
53,0,9,6,3,1,4,0,0,0,58,38,<=50K
56,1,9,2,7,0,4,1,0,0,40,38,<=50K
37,2,10,2,0,0,4,1,0,0,50,38,<=50K
44,2,13,2,2,0,4,1,0,0,40,38,<=50K
49,2,5,5,5,3,4,1,0,0,38,38,<=50K
36,2,10,2,6,0,1,1,0,0,50,38,>50K
59,3,13,2,2,0,4,1,0,0,60,38,<=50K
33,2,9,0,0,3,4,0,0,0,40,38,<=50K
26,2,10,2,3,5,4,0,0,0,25,38,<=50K
25,2,14,4,0,3,4,1,0,0,40,38,<=50K
28,2,10,2,0,5,4,0,0,0,15,38,<=50K
41,2,12,0,0,4,4,0,0,0,38,38,<=50K
45,2,11,2,4,0,4,1,0,0,70,38,<=50K
43,2,9,2,5,0,4,1,0,0,40,38,<=50K
30,2,5,4,5,4,2,1,0,0,40,38,<=50K
33,2,9,3,2,4,4,1,0,0,50,38,<=50K
34,2,10,2,0,0,4,1,0,0,40,38,<=50K
21,2,11,4,7,1,4,1,0,0,30,38,<=50K
48,2,3,2,13,0,4,1,0,0,40,38,<=50K
22,2,10,4,0,3,4,0,0,0,20,38,<=50K
47,2,10,0,11,4,4,0,0,0,60,38,<=50K
27,2,13,4,12,1,1,0,0,0,40,29,<=50K
18,2,7,4,5,1,4,1,0,0,25,38,<=50K
43,2,14,2,9,0,4,1,0,0,40,38,>50K
36,2,10,6,11,1,4,0,0,0,20,38,<=50K
37,0,9,0,2,1,4,1,0,0,40,38,<=50K
24,2,11,4,2,3,4,1,0,0,20,38,<=50K
24,2,9,4,13,1,4,1,0,0,40,38,<=50K
48,2,13,2,3,0,2,1,0,0,40,38,>50K
75,2,2,2,7,2,2,0,0,0,16,38,<=50K
43,4,13,0,9,1,4,1,0,0,70,38,>50K
64,2,13,0,3,1,4,0,0,0,50,38,<=50K
36,2,9,0,11,1,4,0,0,0,40,38,<=50K
53,2,10,2,12,0,4,1,0,0,40,38,<=50K
22,2,10,4,9,1,2,1,0,0,20,38,<=50K
73,4,9,4,7,1,4,0,0,0,36,38,<=50K
46,2,9,0,0,1,4,0,0,0,40,38,<=50K
43,2,9,2,2,0,4,1,0,0,40,38,>50K
20,2,9,4,0,3,2,1,0,0,20,38,<=50K
43,0,10,0,5,1,1,1,0,0,40,38,<=50K
40,2,9,5,11,4,2,0,0,0,25,38,<=50K
36,2,13,2,9,0,4,1,0,0,40,38,>50K
64,3,13,0,11,1,4,1,0,0,45,38,<=50K
46,1,14,0,3,4,4,0,0,0,65,38,>50K
41,1,13,4,9,1,4,0,0,0,70,38,<=50K
28,2,10,4,0,2,4,0,0,0,40,38,<=50K
23,2,10,2,11,0,4,1,0,0,45,38,<=50K
30,0,13,4,10,1,4,0,0,0,60,38,>50K
44,2,13,3,0,1,4,0,0,0,40,4,<=50K
27,2,9,2,13,0,4,1,0,0,45,38,>50K
25,2,9,4,7,4,4,0,0,0,34,38,<=50K
29,2,6,2,2,0,4,1,0,0,40,38,<=50K
54,2,9,2,6,0,4,1,0,0,40,30,>50K
27,2,13,4,4,1,4,1,0,0,65,38,<=50K
34,2,9,2,2,0,4,1,0,0,35,38,<=50K
38,2,10,2,11,0,4,1,0,0,50,38,<=50K
56,2,14,2,9,5,4,0,0,0,40,38,>50K
35,3,9,2,11,0,4,1,0,0,62,38,<=50K
23,2,10,4,2,1,4,1,0,0,40,38,<=50K
19,2,10,4,11,3,2,0,0,0,20,38,<=50K
27,2,9,4,11,1,4,1,0,0,40,32,<=50K
49,3,10,2,11,0,4,1,0,0,70,38,>50K
23,2,10,4,7,3,4,1,0,0,20,38,<=50K
24,2,9,4,7,3,4,1,0,0,40,38,<=50K
34,2,9,4,6,3,1,1,0,0,40,2,<=50K
25,0,9,4,13,3,4,1,0,0,40,38,<=50K
33,4,10,2,2,0,4,1,0,0,50,38,<=50K
22,2,12,4,0,3,4,0,0,0,27,38,<=50K
54,1,9,4,0,1,4,0,0,0,30,38,<=50K
39,3,14,4,9,1,4,0,0,0,40,38,<=50K
25,2,13,4,9,1,4,0,0,0,40,38,<=50K
75,3,9,2,0,0,4,1,0,0,26,38,<=50K
28,4,9,4,6,2,2,1,0,0,30,38,<=50K
50,2,13,0,11,1,4,0,0,0,50,38,<=50K
62,4,13,2,2,0,4,1,0,0,55,38,>50K
40,2,9,2,6,0,4,1,0,0,40,38,<=50K
58,1,13,4,9,1,4,0,0,0,37,38,<=50K
24,0,12,2,3,5,4,0,0,0,40,38,<=50K
21,2,9,4,7,2,4,0,0,0,30,38,<=50K
48,2,9,2,3,0,4,1,0,0,60,38,<=50K
34,2,9,4,13,1,4,1,0,0,70,38,<=50K
23,2,9,4,8,4,3,0,0,0,40,12,<=50K
42,1,10,4,2,1,4,1,0,0,40,38,<=50K
52,3,9,2,4,0,4,1,0,0,60,38,<=50K
56,4,13,4,3,1,4,0,0,0,60,38,<=50K
48,0,9,2,0,5,4,0,0,0,40,38,>50K
37,4,9,0,3,1,1,0,0,0,70,34,>50K
25,2,9,2,2,0,4,1,0,0,35,38,<=50K
40,2,13,2,5,3,4,1,0,0,40,38,>50K
34,2,7,4,6,3,2,1,0,0,45,38,<=50K
52,2,9,0,7,1,4,1,0,0,40,38,<=50K
36,1,9,4,7,1,4,1,0,0,40,38,<=50K
28,2,13,4,9,1,4,0,0,0,40,38,<=50K
20,2,10,4,0,3,4,1,0,0,9,8,<=50K
68,2,9,2,9,0,4,1,0,0,40,21,>50K
35,2,9,2,13,0,4,1,0,0,40,38,<=50K
32,2,9,4,6,3,2,1,0,0,40,38,<=50K
64,2,14,2,3,0,4,1,0,0,50,38,>50K
17,2,6,4,5,3,4,0,0,0,23,38,<=50K
25,2,13,4,9,1,4,1,0,0,20,38,<=50K
31,2,11,2,6,0,4,1,0,0,40,3,<=50K
